job_id,skill_raw,skill_name,skill_category,is_required
JOB_00038,Performance Testing,Performance Testing,Domain/Other,TRUE
JOB_00039,DevSecOps,DevSecOps,Cloud/DevOps,TRUE
JOB_00039,SonarQube,SonarQube,Tool/Methodology,TRUE
JOB_00039,CI/CD Security,CI/CD,Tool/Methodology,TRUE
JOB_00040,Power BI,Power BI,Tool/Methodology,TRUE
JOB_00040,DAX,DAX,Programming Language,TRUE
JOB_00040,Azure Data Factory,Azure,Cloud/DevOps,FALSE
JOB_00041,Manual QA,Manual Testing,Tool/Methodology,TRUE
JOB_00041,Test Case Writing,QA Testing,Tool/Methodology,TRUE
JOB_00041,JIRA,JIRA,Tool/Methodology,TRUE
JOB_00042,C++17/20,C++,Programming Language,TRUE
JOB_00042,Low Latency Architecture,Low Latency,Domain/Other,TRUE
JOB_00042,Multithreading,Software Engineering,Domain/Other,TRUE
JOB_00042,Linux,Linux,Tool/Methodology,TRUE
JOB_00043,Windows Server 2022,Windows Server,Tool/Methodology,TRUE
JOB_00043,Active Directory,Active Directory,Tool/Methodology,TRUE
JOB_00043,VMware vSphere,VMware,Tool/Methodology,TRUE
JOB_00044,Figma,Figma,Tool/Methodology,TRUE
JOB_00044,Design Leadership,Design Systems,Domain/Other,TRUE
JOB_00044,User Journey Mapping,UI/UX,Domain/Other,TRUE
JOB_00045,ISO 27001,ISO 27001,Domain/Other,TRUE
JOB_00045,GRC,GRC,Domain/Other,TRUE
JOB_00045,Security Audit,Security Audit,Domain/Other,TRUE
JOB_00046,Agile Coaching,Agile,Domain/Other,TRUE
JOB_00046,Scrum Framework,Scrum,Tool/Methodology,TRUE
JOB_00046,JIRA,JIRA,Tool/Methodology,TRUE
JOB_00047,Ruby,Ruby,Programming Language,TRUE
JOB_00047,Ruby on Rails,Rails,Framework/Library,TRUE
JOB_00047,PostgreSQL,PostgreSQL,Database,TRUE
JOB_00048,Apache Spark,Spark,Framework/Library,TRUE
JOB_00048,Apache Kafka,Kafka,Tool/Methodology,TRUE
JOB_00048,Scala,Scala,Programming Language,TRUE
JOB_00048,Hadoop/Data Lake,Big Data,Domain/Other,TRUE
JOB_00049,Google Cloud Platform (GCP),GCP,Cloud/DevOps,TRUE
JOB_00049,Kubernetes (GKE),Kubernetes,Cloud/DevOps,TRUE
JOB_00049,Terraform,Terraform,Cloud/DevOps,TRUE
JOB_00050,React,React,Framework/Library,TRUE
JOB_00050,Next.js,Next.js,Framework/Library,TRUE
JOB_00050,TypeScript,TypeScript,Programming Language,TRUE
JOB_00050,TailwindCSS,Tailwind CSS,Framework/Library,FALSE
JOB_00051,Linux,Linux,Tool/Methodology,TRUE
JOB_00051,Docker,Docker,Cloud/DevOps,TRUE
JOB_00051,GitLab CI / GitHub Actions,CI/CD,Tool/Methodology,TRUE
JOB_00052,Playwright,Playwright,Tool/Methodology,TRUE
JOB_00052,TypeScript,TypeScript,Programming Language,TRUE
JOB_00052,Appium,Appium,Tool/Methodology,FALSE
JOB_00053,Enterprise Architecture,Software Architecture,Domain/Other,TRUE
JOB_00053,Microservices,Microservices,Tool/Methodology,TRUE
JOB_00053,Cloud Architecture,Cloud/DevOps,Domain/Other,TRUE
JOB_00054,Python,Python,Programming Language,TRUE
JOB_00054,Pandas,Pandas,Framework/Library,TRUE
JOB_00054,Scikit-Learn,Scikit-Learn,Framework/Library,TRUE
JOB_00054,SQL,SQL,Database,TRUE
JOB_00055,Fortinet Firewalls,Fortinet,Tool/Methodology,TRUE
JOB_00055,Palo Alto Networks,Palo Alto,Tool/Methodology,TRUE
JOB_00055,VPN / IPSec,Networking,Domain/Other,TRUE
JOB_00056,Figma,Figma,Tool/Methodology,TRUE
JOB_00056,User Research,User Research,Domain/Other,TRUE
JOB_00056,Wireframing & Prototyping,UI/UX,Tool/Methodology,TRUE
JOB_00057,Helpdesk Support,Desktop Support,Domain/Other,TRUE
JOB_00057,JIRA Service Management,Ticketing Systems,Tool/Methodology,TRUE
JOB_00057,Hardware Troubleshooting,Hardware,Domain/Other,TRUE
JOB_00058,Requirements Gathering,Business Analysis,Domain/Other,TRUE
JOB_00058,Functional Specifications,Business Analysis,Domain/Other,TRUE
JOB_00058,Agile/Scrum,Agile,Tool/Methodology,TRUE
JOB_00059,C#,C#,Programming Language,TRUE
JOB_00059,.NET 8,.NET,Framework/Library,TRUE
JOB_00059,SQL Server,Microsoft SQL Server,Database,TRUE
JOB_00060,AWS / GCP,Cloud/DevOps,Domain/Other,TRUE
JOB_00060,Kubernetes,Kubernetes,Cloud/DevOps,TRUE
JOB_00060,Infrastructure as Code,IaC,Tool/Methodology,TRUE
JOB_00060,Team Leadership,Leadership,Domain/Other,TRUE
