"job_id","skill_raw","skill_name","skill_category","is_required","career_category","seniority_level","posting_year","is_entry_level","work_mode"
"REAL_00006","SOC Operations","SOC Operations","Domain/Other",TRUE,"Cyber Security","Junior",2026,TRUE,"On-site"
"REAL_00006","Network Security","Network Security","Domain/Other",TRUE,"Cyber Security","Junior",2026,TRUE,"On-site"
"REAL_00007","React.js","React","Framework/Library",TRUE,"Software Engineering","Lead",2026,FALSE,"Remote"
"REAL_00007","NodeJS","Node.js","Framework/Library",TRUE,"Software Engineering","Lead",2026,FALSE,"Remote"
"REAL_00007","TypeScript","TypeScript","Programming Language",TRUE,"Software Engineering","Lead",2026,FALSE,"Remote"
"REAL_00007","PostgreSQL","PostgreSQL","Database",TRUE,"Software Engineering","Lead",2026,FALSE,"Remote"
"REAL_00007","AWS","AWS","Cloud/DevOps",FALSE,"Software Engineering","Lead",2026,FALSE,"Remote"
"REAL_00008","JavaScript","JavaScript","Programming Language",TRUE,"Software Engineering","Intern",2026,TRUE,"Hybrid"
"REAL_00008","React","React","Framework/Library",TRUE,"Software Engineering","Intern",2026,TRUE,"Hybrid"
"REAL_00008","HTML5/CSS3","HTML/CSS","Programming Language",TRUE,"Software Engineering","Intern",2026,TRUE,"Hybrid"
"REAL_00008","Git","Git","Tool/Methodology",TRUE,"Software Engineering","Intern",2026,TRUE,"Hybrid"
"REAL_00009","Business Analysis","Business Analysis","Domain/Other",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"On-site"
"REAL_00009","Agile/Scrum","Agile","Tool/Methodology",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"On-site"
"REAL_00009","JIRA","JIRA","Tool/Methodology",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"On-site"
"REAL_00009","SQL Queries","SQL","Database",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"On-site"
"REAL_00010","Cisco Routing & Switching","Cisco Routing & Switching","Domain/Other",TRUE,"IT Systems & Infrastructure","Mid",2026,FALSE,"On-site"
"REAL_00010","Linux Administration","Linux","Tool/Methodology",TRUE,"IT Systems & Infrastructure","Mid",2026,FALSE,"On-site"
"REAL_00010","Windows Server","Windows Server","Tool/Methodology",TRUE,"IT Systems & Infrastructure","Mid",2026,FALSE,"On-site"
"REAL_00010","Firewall Management","Firewall Management","Domain/Other",TRUE,"IT Systems & Infrastructure","Mid",2026,FALSE,"On-site"
"REAL_00011","C# .NET Core","C# .net Core","Domain/Other",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00011",".NET Core",".NET","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00011","Angular 14+","Angular","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00011","MS SQL Server","Microsoft SQL Server","Database",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00012","Manual Testing","Manual Testing","Tool/Methodology",TRUE,"QA & Test Automation","Senior",2026,FALSE,"Hybrid"
"REAL_00012","Postman","Postman","Tool/Methodology",TRUE,"QA & Test Automation","Senior",2026,FALSE,"Hybrid"
"REAL_00012","RestAssured","RestAssured","Framework/Library",TRUE,"QA & Test Automation","Senior",2026,FALSE,"Hybrid"
"REAL_00012","API Testing","API Testing","Domain/Other",TRUE,"QA & Test Automation","Senior",2026,FALSE,"Hybrid"
"REAL_00013","AWS Security","AWS Security","Domain/Other",TRUE,"Cyber Security","Mid",2026,FALSE,"Hybrid"
"REAL_00013","Azure Cloud","Azure Cloud","Domain/Other",TRUE,"Cyber Security","Mid",2026,FALSE,"Hybrid"
"REAL_00013","IAM","IAM","Domain/Other",TRUE,"Cyber Security","Mid",2026,FALSE,"Hybrid"
"REAL_00013","Kubernetes Security","Kubernetes Security","Domain/Other",TRUE,"Cyber Security","Mid",2026,FALSE,"Hybrid"
"REAL_00014","PySpark","PySpark","Framework/Library",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00014","Python","Python","Programming Language",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00014","Azure Synapse","Azure Synapse","Domain/Other",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00014","SQL Server","Microsoft SQL Server","Database",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00014","ETL Pipelines","ETL Pipelines","Domain/Other",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00015","Windows 10/11","Windows 10/11","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00015","Active Directory","Active Directory","Tool/Methodology",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00015","Troubleshooting","Troubleshooting","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00015","Hardware Support","Hardware Support","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00016","Scrum / Agile","Scrum / Agile","Domain/Other",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"Hybrid"
"REAL_00016","JIRA / Confluence","JIRA","Tool/Methodology",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"Hybrid"
"REAL_00016","Project Management","Project Management","Domain/Other",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"Hybrid"
"REAL_00016","Sprint Planning","Sprint Planning","Domain/Other",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"Hybrid"
"REAL_00017","Flutter","Flutter","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00017","Dart","Dart","Programming Language",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00017","REST APIs","REST API","Tool/Methodology",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00017","State Management","State Management","Domain/Other",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00018","Python","Python","Programming Language",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00018","OpenCV","OpenCV","Framework/Library",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00018","PyTorch","PyTorch","Framework/Library",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00018","TensorFlow","TensorFlow","Framework/Library",FALSE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00019","Docker","Docker","Cloud/DevOps",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00019","Kubernetes","Kubernetes","Cloud/DevOps",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00019","Prometheus","Prometheus","Domain/Other",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00019","Grafana","Grafana","Domain/Other",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00019","Linux Shell Scripting","Linux Shell Scripting","Domain/Other",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00020","Figma","Figma","Tool/Methodology",TRUE,"UI/UX & Product Design","Intern",2026,TRUE,"On-site"
"REAL_00020","UI Design","UI Design","Domain/Other",TRUE,"UI/UX & Product Design","Intern",2026,TRUE,"On-site"
"REAL_00020","Prototyping","Prototyping","Domain/Other",TRUE,"UI/UX & Product Design","Intern",2026,TRUE,"On-site"
"REAL_00021","Golang","Go","Programming Language",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00021","gRPC","gRPC","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00021","Microservices Architecture","Microservices Architecture","Domain/Other",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00021","PostgreSQL","PostgreSQL","Database",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00022","Manual QA","Manual Testing","Tool/Methodology",TRUE,"QA & Test Automation","Junior",2026,TRUE,"On-site"
"REAL_00022","Bug Reporting","Bug Reporting","Domain/Other",TRUE,"QA & Test Automation","Junior",2026,TRUE,"On-site"
"REAL_00022","Test Cases","Test Cases","Domain/Other",TRUE,"QA & Test Automation","Junior",2026,TRUE,"On-site"
"REAL_00023","Burp Suite","Burp Suite","Domain/Other",TRUE,"Cyber Security","Senior",2026,FALSE,"Hybrid"
"REAL_00023","OWASP Top 10","OWASP Top 10","Domain/Other",TRUE,"Cyber Security","Senior",2026,FALSE,"Hybrid"
"REAL_00023","Kali Linux","Kali Linux","Domain/Other",TRUE,"Cyber Security","Senior",2026,FALSE,"Hybrid"
"REAL_00023","Vulnerability Assessment","Vulnerability Assessment","Domain/Other",TRUE,"Cyber Security","Senior",2026,FALSE,"Hybrid"
"REAL_00024","Desktop Support","Desktop Support","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00024","Active Directory","Active Directory","Tool/Methodology",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00024","LAN/WAN Troubleshooting","LAN/WAN Troubleshooting","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00025","React Native","React Native","Framework/Library",TRUE,"Software Engineering","Senior",2026,FALSE,"Remote"
"REAL_00025","TypeScript","TypeScript","Programming Language",TRUE,"Software Engineering","Senior",2026,FALSE,"Remote"
"REAL_00025","Redux","Redux","Framework/Library",TRUE,"Software Engineering","Senior",2026,FALSE,"Remote"
"REAL_00025","Mobile CI/CD","Mobile CI/CD","Domain/Other",FALSE,"Software Engineering","Senior",2026,FALSE,"Remote"
"REAL_00026","Power BI","Power BI","Tool/Methodology",TRUE,"Data & AI / ML","Junior",2026,TRUE,"Hybrid"
"REAL_00026","SQL Server","Microsoft SQL Server","Database",TRUE,"Data & AI / ML","Junior",2026,TRUE,"Hybrid"
"REAL_00026","Excel","Excel","Domain/Other",TRUE,"Data & AI / ML","Junior",2026,TRUE,"Hybrid"
"REAL_00026","Data Modeling","Data Modeling","Domain/Other",TRUE,"Data & AI / ML","Junior",2026,TRUE,"Hybrid"
"REAL_00027","Product Backlog Management","Product Backlog Management","Domain/Other",TRUE,"Management & Business Analysis","Mid",2026,FALSE,"Hybrid"
"REAL_00027","User Stories","User Stories","Domain/Other",TRUE,"Management & Business Analysis","Mid",2026,FALSE,"Hybrid"
"REAL_00027","Agile Methodologies","Agile Methodologies","Domain/Other",TRUE,"Management & Business Analysis","Mid",2026,FALSE,"Hybrid"
"REAL_00028","Microsoft Azure","Azure","Cloud/DevOps",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00028","Terraform","Terraform","Cloud/DevOps",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00028","Kubernetes (AKS)","Kubernetes","Cloud/DevOps",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00028","CI/CD Pipelines","CI/CD Pipelines","Domain/Other",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00029","Playwright","Playwright","Tool/Methodology",TRUE,"QA & Test Automation","Lead",2026,FALSE,"Hybrid"
"REAL_00029","TypeScript","TypeScript","Programming Language",TRUE,"QA & Test Automation","Lead",2026,FALSE,"Hybrid"
"REAL_00029","Selenium","Selenium","Tool/Methodology",TRUE,"QA & Test Automation","Lead",2026,FALSE,"Hybrid"
"REAL_00029","Test Automation Architecture","Test Automation Architecture","Domain/Other",TRUE,"QA & Test Automation","Lead",2026,FALSE,"Hybrid"
"REAL_00030","Java","Java","Programming Language",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"REAL_00030","OOP Concepts","OOP Concepts","Domain/Other",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"REAL_00030","SQL","SQL","Database",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"REAL_00030","Git","Git","Tool/Methodology",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"REAL_00031","Figma","Figma","Tool/Methodology",TRUE,"UI/UX & Product Design","Senior",2026,FALSE,"Hybrid"
"REAL_00031","Design Tokens","Design Tokens","Domain/Other",TRUE,"UI/UX & Product Design","Senior",2026,FALSE,"Hybrid"
"REAL_00031","Mobile & Web UI","Mobile & Web UI","Domain/Other",TRUE,"UI/UX & Product Design","Senior",2026,FALSE,"Hybrid"
"REAL_00032","SOC Management","SOC Management","Domain/Other",TRUE,"Cyber Security","Lead",2026,FALSE,"On-site"
"REAL_00032","Threat Hunting","Threat Hunting","Domain/Other",TRUE,"Cyber Security","Lead",2026,FALSE,"On-site"
"REAL_00032","Incident Response","Incident Response","Domain/Other",TRUE,"Cyber Security","Lead",2026,FALSE,"On-site"
"REAL_00033","PHP","PHP","Programming Language",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00033","Laravel 10","Laravel","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00033","Vue.js","Vue","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00033","MySQL","MySQL","Database",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00034","Python","Python","Programming Language",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00034","LangChain","LangChain","Framework/Library",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00034","RAG","RAG","Domain/Other",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00034","Pinecone / ChromaDB","Vector Database","Database",TRUE,"Data & AI / ML","Mid",2026,FALSE,"Hybrid"
"REAL_00035","NOC Monitoring","NOC Monitoring","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00035","SolarWinds / Zabbix","SolarWinds / Zabbix","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00035","TCP/IP","TCP/IP","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00036","ERP Systems","ERP Systems","Domain/Other",TRUE,"Management & Business Analysis","Mid",2026,FALSE,"Hybrid"
"REAL_00036","Requirements Analysis","Requirements Analysis","Domain/Other",TRUE,"Management & Business Analysis","Mid",2026,FALSE,"Hybrid"
"REAL_00036","BPMN","BPMN","Domain/Other",TRUE,"Management & Business Analysis","Mid",2026,FALSE,"Hybrid"
"REAL_00037","Python 3","Python","Programming Language",TRUE,"Software Engineering","Mid",2026,FALSE,"Remote"
"REAL_00037","Django","Django","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Remote"
"REAL_00037","ReactJS","React","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Remote"
"REAL_00037","PostgreSQL","PostgreSQL","Database",TRUE,"Software Engineering","Mid",2026,FALSE,"Remote"
"REAL_00038","JMeter","JMeter","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2026,FALSE,"Hybrid"
"REAL_00038","K6","K6","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2026,FALSE,"Hybrid"
"REAL_00038","Performance Testing","Performance Testing","Domain/Other",TRUE,"QA & Test Automation","Mid",2026,FALSE,"Hybrid"
"REAL_00039","DevSecOps","DevSecOps","Cloud/DevOps",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00039","SonarQube","SonarQube","Tool/Methodology",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00039","CI/CD Security","CI/CD Security","Domain/Other",TRUE,"Cloud & DevOps","Senior",2026,FALSE,"Hybrid"
"REAL_00040","Power BI","Power BI","Tool/Methodology",TRUE,"Data & AI / ML","Mid",2026,FALSE,"On-site"
"REAL_00040","DAX","DAX","Programming Language",TRUE,"Data & AI / ML","Mid",2026,FALSE,"On-site"
"REAL_00040","Azure Data Factory","Azure Data Factory","Domain/Other",FALSE,"Data & AI / ML","Mid",2026,FALSE,"On-site"
"REAL_00041","Manual QA","Manual Testing","Tool/Methodology",TRUE,"QA & Test Automation","Intern",2026,TRUE,"Hybrid"
"REAL_00041","Test Case Writing","Test Case Writing","Domain/Other",TRUE,"QA & Test Automation","Intern",2026,TRUE,"Hybrid"
"REAL_00041","JIRA","JIRA","Tool/Methodology",TRUE,"QA & Test Automation","Intern",2026,TRUE,"Hybrid"
"REAL_00042","C++17/20","C++","Programming Language",TRUE,"Software Engineering","Senior",2026,FALSE,"Hybrid"
"REAL_00042","Low Latency Architecture","Low Latency Architecture","Domain/Other",TRUE,"Software Engineering","Senior",2026,FALSE,"Hybrid"
"REAL_00042","Multithreading","Multithreading","Domain/Other",TRUE,"Software Engineering","Senior",2026,FALSE,"Hybrid"
"REAL_00042","Linux","Linux","Tool/Methodology",TRUE,"Software Engineering","Senior",2026,FALSE,"Hybrid"
"REAL_00043","Windows Server 2022","Windows Server 2022","Domain/Other",TRUE,"IT Systems & Infrastructure","Mid",2026,FALSE,"On-site"
"REAL_00043","Active Directory","Active Directory","Tool/Methodology",TRUE,"IT Systems & Infrastructure","Mid",2026,FALSE,"On-site"
"REAL_00043","VMware vSphere","VMware vSphere","Domain/Other",TRUE,"IT Systems & Infrastructure","Mid",2026,FALSE,"On-site"
"REAL_00044","Figma","Figma","Tool/Methodology",TRUE,"UI/UX & Product Design","Lead",2026,FALSE,"Hybrid"
"REAL_00044","Design Leadership","Design Leadership","Domain/Other",TRUE,"UI/UX & Product Design","Lead",2026,FALSE,"Hybrid"
"REAL_00044","User Journey Mapping","User Journey Mapping","Domain/Other",TRUE,"UI/UX & Product Design","Lead",2026,FALSE,"Hybrid"
"REAL_00045","ISO 27001","ISO 27001","Domain/Other",TRUE,"Cyber Security","Senior",2026,FALSE,"On-site"
"REAL_00045","GRC","GRC","Domain/Other",TRUE,"Cyber Security","Senior",2026,FALSE,"On-site"
"REAL_00045","Security Audit","Security Audit","Domain/Other",TRUE,"Cyber Security","Senior",2026,FALSE,"On-site"
"REAL_00046","Agile Coaching","Agile Coaching","Domain/Other",TRUE,"Management & Business Analysis","Mid",2026,FALSE,"Hybrid"
"REAL_00046","Scrum Framework","Scrum Framework","Domain/Other",TRUE,"Management & Business Analysis","Mid",2026,FALSE,"Hybrid"
"REAL_00046","JIRA","JIRA","Tool/Methodology",TRUE,"Management & Business Analysis","Mid",2026,FALSE,"Hybrid"
"REAL_00047","Ruby","Ruby","Programming Language",TRUE,"Software Engineering","Mid",2026,FALSE,"Remote"
"REAL_00047","Ruby on Rails","Rails","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Remote"
"REAL_00047","PostgreSQL","PostgreSQL","Database",TRUE,"Software Engineering","Mid",2026,FALSE,"Remote"
"REAL_00048","Apache Spark","Spark","Framework/Library",TRUE,"Data & AI / ML","Senior",2026,FALSE,"Hybrid"
"REAL_00048","Apache Kafka","Apache Kafka","Domain/Other",TRUE,"Data & AI / ML","Senior",2026,FALSE,"Hybrid"
"REAL_00048","Scala","Scala","Programming Language",TRUE,"Data & AI / ML","Senior",2026,FALSE,"Hybrid"
"REAL_00048","Hadoop/Data Lake","Hadoop/Data Lake","Domain/Other",TRUE,"Data & AI / ML","Senior",2026,FALSE,"Hybrid"
"REAL_00049","Google Cloud Platform (GCP)","GCP","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2026,FALSE,"Hybrid"
"REAL_00049","Kubernetes (GKE)","Kubernetes","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2026,FALSE,"Hybrid"
"REAL_00049","Terraform","Terraform","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2026,FALSE,"Hybrid"
"REAL_00050","React","React","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00050","Next.js","Next.js","Framework/Library",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00050","TypeScript","TypeScript","Programming Language",TRUE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00050","TailwindCSS","Tailwind CSS","Framework/Library",FALSE,"Software Engineering","Mid",2026,FALSE,"Hybrid"
"REAL_00051","Linux","Linux","Tool/Methodology",TRUE,"Cloud & DevOps","Junior",2026,TRUE,"Hybrid"
"REAL_00051","Docker","Docker","Cloud/DevOps",TRUE,"Cloud & DevOps","Junior",2026,TRUE,"Hybrid"
"REAL_00051","GitLab CI / GitHub Actions","GitLab CI / GitHub Actions","Domain/Other",TRUE,"Cloud & DevOps","Junior",2026,TRUE,"Hybrid"
"REAL_00052","Playwright","Playwright","Tool/Methodology",TRUE,"QA & Test Automation","Senior",2026,FALSE,"Remote"
"REAL_00052","TypeScript","TypeScript","Programming Language",TRUE,"QA & Test Automation","Senior",2026,FALSE,"Remote"
"REAL_00052","Appium","Appium","Domain/Other",FALSE,"QA & Test Automation","Senior",2026,FALSE,"Remote"
"REAL_00053","Enterprise Architecture","Enterprise Architecture","Domain/Other",TRUE,"Software Engineering","Lead",2026,FALSE,"Hybrid"
"REAL_00053","Microservices","Microservices","Tool/Methodology",TRUE,"Software Engineering","Lead",2026,FALSE,"Hybrid"
"REAL_00053","Cloud Architecture","Cloud Architecture","Domain/Other",TRUE,"Software Engineering","Lead",2026,FALSE,"Hybrid"
"REAL_00054","Python","Python","Programming Language",TRUE,"Data & AI / ML","Intern",2026,TRUE,"On-site"
"REAL_00054","Pandas","Pandas","Framework/Library",TRUE,"Data & AI / ML","Intern",2026,TRUE,"On-site"
"REAL_00054","Scikit-Learn","Scikit-Learn","Framework/Library",TRUE,"Data & AI / ML","Intern",2026,TRUE,"On-site"
"REAL_00054","SQL","SQL","Database",TRUE,"Data & AI / ML","Intern",2026,TRUE,"On-site"
"REAL_00055","Fortinet Firewalls","Fortinet Firewalls","Domain/Other",TRUE,"Cyber Security","Senior",2026,FALSE,"On-site"
"REAL_00055","Palo Alto Networks","Palo Alto Networks","Domain/Other",TRUE,"Cyber Security","Senior",2026,FALSE,"On-site"
"REAL_00055","VPN / IPSec","VPN / IPSec","Domain/Other",TRUE,"Cyber Security","Senior",2026,FALSE,"On-site"
"REAL_00056","Figma","Figma","Tool/Methodology",TRUE,"UI/UX & Product Design","Mid",2026,FALSE,"Hybrid"
"REAL_00056","User Research","User Research","Domain/Other",TRUE,"UI/UX & Product Design","Mid",2026,FALSE,"Hybrid"
"REAL_00056","Wireframing & Prototyping","Wireframing & Prototyping","Domain/Other",TRUE,"UI/UX & Product Design","Mid",2026,FALSE,"Hybrid"
"REAL_00057","Helpdesk Support","Helpdesk Support","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00057","JIRA Service Management","JIRA Service Management","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00057","Hardware Troubleshooting","Hardware Troubleshooting","Domain/Other",TRUE,"IT Systems & Infrastructure","Junior",2026,TRUE,"On-site"
"REAL_00058","Requirements Gathering","Requirements Gathering","Domain/Other",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"On-site"
"REAL_00058","Functional Specifications","Functional Specifications","Domain/Other",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"On-site"
"REAL_00058","Agile/Scrum","Agile","Tool/Methodology",TRUE,"Management & Business Analysis","Senior",2026,FALSE,"On-site"
"REAL_00059","C#","C#","Programming Language",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"REAL_00059",".NET 8",".NET","Framework/Library",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"REAL_00059","SQL Server","Microsoft SQL Server","Database",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"REAL_00060","AWS / GCP","AWS / GCP","Domain/Other",TRUE,"Cloud & DevOps","Lead",2026,FALSE,"Hybrid"
"REAL_00060","Kubernetes","Kubernetes","Cloud/DevOps",TRUE,"Cloud & DevOps","Lead",2026,FALSE,"Hybrid"
"REAL_00060","Infrastructure as Code","Infrastructure as Code","Domain/Other",TRUE,"Cloud & DevOps","Lead",2026,FALSE,"Hybrid"
"REAL_00060","Team Leadership","Team Leadership","Domain/Other",TRUE,"Cloud & DevOps","Lead",2026,FALSE,"Hybrid"
"REAL_00061","Java 17","Java","Programming Language",TRUE,"Software Engineering","Senior",2026,FALSE,"Hybrid"
