"job_id","skill_raw","skill_name","skill_category","is_required","career_category","seniority_level","posting_year","is_entry_level","work_mode"
"SYN_00018","React","React","Framework/Library",TRUE,"Software Engineering","Lead",2019,FALSE,"Hybrid"
"SYN_00018","python","Python","Programming Language",TRUE,"Software Engineering","Lead",2019,FALSE,"Hybrid"
"SYN_00018","NodeJS","Node.js","Framework/Library",TRUE,"Software Engineering","Lead",2019,FALSE,"Hybrid"
"SYN_00018","TypeScript","TypeScript","Programming Language",TRUE,"Software Engineering","Lead",2019,FALSE,"Hybrid"
"SYN_00019","node","Node.js","Framework/Library",TRUE,"Software Engineering","Senior",2024,FALSE,"Hybrid"
"SYN_00019","TS","TypeScript","Programming Language",TRUE,"Software Engineering","Senior",2024,FALSE,"Hybrid"
"SYN_00019","react.js","React","Framework/Library",TRUE,"Software Engineering","Senior",2024,FALSE,"Hybrid"
"SYN_00020","sql queries","SQL","Database",FALSE,"Data & AI / ML","Mid",2026,FALSE,"On-site"
"SYN_00020","pytorch","PyTorch","Framework/Library",TRUE,"Data & AI / ML","Mid",2026,FALSE,"On-site"
"SYN_00020","Python","Python","Programming Language",TRUE,"Data & AI / ML","Mid",2026,FALSE,"On-site"
"SYN_00020","Power BI","Power BI","Tool/Methodology",TRUE,"Data & AI / ML","Mid",2026,FALSE,"On-site"
"SYN_00020","tensorflow","TensorFlow","Framework/Library",TRUE,"Data & AI / ML","Mid",2026,FALSE,"On-site"
"SYN_00021","PyTorch","PyTorch","Framework/Library",TRUE,"Data & AI / ML","Mid",2020,FALSE,"On-site"
"SYN_00021","Power BI","Power BI","Tool/Methodology",TRUE,"Data & AI / ML","Mid",2020,FALSE,"On-site"
"SYN_00021","Advanced SQL","SQL","Database",TRUE,"Data & AI / ML","Mid",2020,FALSE,"On-site"
"SYN_00021","Python","Python","Programming Language",TRUE,"Data & AI / ML","Mid",2020,FALSE,"On-site"
"SYN_00021","pandas","Pandas","Framework/Library",TRUE,"Data & AI / ML","Mid",2020,FALSE,"On-site"
"SYN_00021","PySpark","PySpark","Framework/Library",TRUE,"Data & AI / ML","Mid",2020,FALSE,"On-site"
"SYN_00022","Cisco Routing","Cisco","Tool/Methodology",TRUE,"IT Systems & Infrastructure","Senior",2021,FALSE,"Remote"
"SYN_00022","Windows Server","Windows Server","Tool/Methodology",TRUE,"IT Systems & Infrastructure","Senior",2021,FALSE,"Remote"
"SYN_00022","Linux","Linux","Tool/Methodology",TRUE,"IT Systems & Infrastructure","Senior",2021,FALSE,"Remote"
"SYN_00022","TCP/IP","TCP/IP","Domain/Other",TRUE,"IT Systems & Infrastructure","Senior",2021,FALSE,"Remote"
"SYN_00022","Hardware Support","Hardware Support","Domain/Other",TRUE,"IT Systems & Infrastructure","Senior",2021,FALSE,"Remote"
"SYN_00023","TS","TypeScript","Programming Language",TRUE,"Software Engineering","Mid",2025,FALSE,"Remote"
"SYN_00023",".NET Core",".NET","Framework/Library",FALSE,"Software Engineering","Mid",2025,FALSE,"Remote"
"SYN_00023","MySQL","MySQL","Database",TRUE,"Software Engineering","Mid",2025,FALSE,"Remote"
"SYN_00023","NodeJS","Node.js","Framework/Library",TRUE,"Software Engineering","Mid",2025,FALSE,"Remote"
"SYN_00024","REACT","React","Framework/Library",TRUE,"Software Engineering","Senior",2025,FALSE,"Hybrid"
"SYN_00024","c#","C#","Programming Language",TRUE,"Software Engineering","Senior",2025,FALSE,"Hybrid"
"SYN_00024","dot net",".NET","Framework/Library",TRUE,"Software Engineering","Senior",2025,FALSE,"Hybrid"
"SYN_00025","JIRA","JIRA","Tool/Methodology",FALSE,"QA & Test Automation","Junior",2016,TRUE,"Hybrid"
"SYN_00025","Playwright","Playwright","Tool/Methodology",TRUE,"QA & Test Automation","Junior",2016,TRUE,"Hybrid"
"SYN_00025","Cypress.io","Cypress","Tool/Methodology",TRUE,"QA & Test Automation","Junior",2016,TRUE,"Hybrid"
"SYN_00025","Java","Java","Programming Language",TRUE,"QA & Test Automation","Junior",2016,TRUE,"Hybrid"
"SYN_00025","manual QA","Manual Testing","Tool/Methodology",TRUE,"QA & Test Automation","Junior",2016,TRUE,"Hybrid"
"SYN_00026","NodeJS","Node.js","Framework/Library",FALSE,"Software Engineering","Intern",2026,TRUE,"Hybrid"
"SYN_00026","RESTful API","REST API","Tool/Methodology",TRUE,"Software Engineering","Intern",2026,TRUE,"Hybrid"
"SYN_00026","mysql","MySQL","Database",TRUE,"Software Engineering","Intern",2026,TRUE,"Hybrid"
"SYN_00026","Java","Java","Programming Language",TRUE,"Software Engineering","Intern",2026,TRUE,"Hybrid"
"SYN_00027","NodeJS","Node.js","Framework/Library",TRUE,"Software Engineering","Senior",2016,FALSE,"Hybrid"
"SYN_00027","MySQL","MySQL","Database",TRUE,"Software Engineering","Senior",2016,FALSE,"Hybrid"
"SYN_00027","Python3","Python","Programming Language",TRUE,"Software Engineering","Senior",2016,FALSE,"Hybrid"
"SYN_00027","spring-boot","Spring Boot","Framework/Library",TRUE,"Software Engineering","Senior",2016,FALSE,"Hybrid"
"SYN_00028","Java","Java","Programming Language",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"SYN_00028","C#.NET","C#","Programming Language",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"SYN_00028","React","React","Framework/Library",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"SYN_00028","Python3","Python","Programming Language",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"SYN_00028","docker","Docker","Cloud/DevOps",TRUE,"Software Engineering","Junior",2026,TRUE,"Hybrid"
"SYN_00029","Terraform","Terraform","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2026,FALSE,"Hybrid"
"SYN_00029","Docker","Docker","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2026,FALSE,"Hybrid"
"SYN_00029","Azure","Azure","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2026,FALSE,"Hybrid"
"SYN_00029","Amazon Web Services","AWS","Cloud/DevOps",FALSE,"Cloud & DevOps","Mid",2026,FALSE,"Hybrid"
"SYN_00030","jmeter","JMeter","Tool/Methodology",TRUE,"QA & Test Automation","Lead",2017,FALSE,"Hybrid"
"SYN_00030","Postman","Postman","Tool/Methodology",TRUE,"QA & Test Automation","Lead",2017,FALSE,"Hybrid"
"SYN_00030","playwright","Playwright","Tool/Methodology",FALSE,"QA & Test Automation","Lead",2017,FALSE,"Hybrid"
"SYN_00030","selenium","Selenium","Tool/Methodology",TRUE,"QA & Test Automation","Lead",2017,FALSE,"Hybrid"
"SYN_00031","Selenium WebDriver","Selenium","Tool/Methodology",FALSE,"QA & Test Automation","Mid",2026,FALSE,"Hybrid"
"SYN_00031","Cypress.io","Cypress","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2026,FALSE,"Hybrid"
"SYN_00031","Java","Java","Programming Language",TRUE,"QA & Test Automation","Mid",2026,FALSE,"Hybrid"
"SYN_00031","Playwright","Playwright","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2026,FALSE,"Hybrid"
"SYN_00031","jira","JIRA","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2026,FALSE,"Hybrid"
"SYN_00032","Java 17","Java","Programming Language",TRUE,"Software Engineering","Mid",2016,FALSE,"Hybrid"
"SYN_00032","Docker","Docker","Cloud/DevOps",TRUE,"Software Engineering","Mid",2016,FALSE,"Hybrid"
"SYN_00032","RESTful API","REST API","Tool/Methodology",TRUE,"Software Engineering","Mid",2016,FALSE,"Hybrid"
"SYN_00032","mysql","MySQL","Database",TRUE,"Software Engineering","Mid",2016,FALSE,"Hybrid"
"SYN_00032",".NET Core",".NET","Framework/Library",TRUE,"Software Engineering","Mid",2016,FALSE,"Hybrid"
"SYN_00033","Manual Testing","Manual Testing","Tool/Methodology",TRUE,"QA & Test Automation","Junior",2019,TRUE,"Hybrid"
"SYN_00033","Cypress","Cypress","Tool/Methodology",FALSE,"QA & Test Automation","Junior",2019,TRUE,"Hybrid"
"SYN_00033","selenium","Selenium","Tool/Methodology",TRUE,"QA & Test Automation","Junior",2019,TRUE,"Hybrid"
"SYN_00034","jira","JIRA","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2021,FALSE,"On-site"
"SYN_00034","Selenium WebDriver","Selenium","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2021,FALSE,"On-site"
"SYN_00034","Cypress.io","Cypress","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2021,FALSE,"On-site"
"SYN_00034","Manual Testing","Manual Testing","Tool/Methodology",FALSE,"QA & Test Automation","Mid",2021,FALSE,"On-site"
"SYN_00035","Firewall Configuration","Firewall Configuration","Domain/Other",TRUE,"Cyber Security","Intern",2016,TRUE,"Hybrid"
"SYN_00035","Vulnerability Assessment","Vulnerability Assessment","Domain/Other",FALSE,"Cyber Security","Intern",2016,TRUE,"Hybrid"
"SYN_00035","Splunk","Splunk","Tool/Methodology",FALSE,"Cyber Security","Intern",2016,TRUE,"Hybrid"
"SYN_00036","REST APIs","REST API","Tool/Methodology",FALSE,"Software Engineering","Mid",2021,FALSE,"Hybrid"
"SYN_00036","Postgresql","PostgreSQL","Database",TRUE,"Software Engineering","Mid",2021,FALSE,"Hybrid"
"SYN_00036","dot net",".NET","Framework/Library",TRUE,"Software Engineering","Mid",2021,FALSE,"Hybrid"
"SYN_00036","Python","Python","Programming Language",TRUE,"Software Engineering","Mid",2021,FALSE,"Hybrid"
"SYN_00036","docker","Docker","Cloud/DevOps",FALSE,"Software Engineering","Mid",2021,FALSE,"Hybrid"
"SYN_00036","SpringBoot","Spring Boot","Framework/Library",TRUE,"Software Engineering","Mid",2021,FALSE,"Hybrid"
"SYN_00037","Advanced SQL","SQL","Database",TRUE,"Data & AI / ML","Mid",2025,FALSE,"On-site"
"SYN_00037","Python","Python","Programming Language",FALSE,"Data & AI / ML","Mid",2025,FALSE,"On-site"
"SYN_00037","PyTorch","PyTorch","Framework/Library",TRUE,"Data & AI / ML","Mid",2025,FALSE,"On-site"
"SYN_00037","power bi","Power BI","Tool/Methodology",FALSE,"Data & AI / ML","Mid",2025,FALSE,"On-site"
"SYN_00037","pandas","Pandas","Framework/Library",FALSE,"Data & AI / ML","Mid",2025,FALSE,"On-site"
"SYN_00038","postman","Postman","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2016,FALSE,"Hybrid"
"SYN_00038","playwright","Playwright","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2016,FALSE,"Hybrid"
"SYN_00038","JMeter","JMeter","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2016,FALSE,"Hybrid"
"SYN_00038","Java","Java","Programming Language",TRUE,"QA & Test Automation","Mid",2016,FALSE,"Hybrid"
"SYN_00038","Selenium","Selenium","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2016,FALSE,"Hybrid"
"SYN_00039","SQL","SQL","Database",TRUE,"Management & Business Analysis","Senior",2017,FALSE,"Hybrid"
"SYN_00039","Requirements Analysis","Requirements Analysis","Domain/Other",TRUE,"Management & Business Analysis","Senior",2017,FALSE,"Hybrid"
"SYN_00039","Sprint Planning","Sprint Planning","Domain/Other",TRUE,"Management & Business Analysis","Senior",2017,FALSE,"Hybrid"
"SYN_00039","Scrum","Agile","Tool/Methodology",TRUE,"Management & Business Analysis","Senior",2017,FALSE,"Hybrid"
"SYN_00039","JIRA","JIRA","Tool/Methodology",TRUE,"Management & Business Analysis","Senior",2017,FALSE,"Hybrid"
"SYN_00040","Java","Java","Programming Language",TRUE,"QA & Test Automation","Junior",2019,TRUE,"Remote"
"SYN_00040","Cypress","Cypress","Tool/Methodology",TRUE,"QA & Test Automation","Junior",2019,TRUE,"Remote"
"SYN_00040","jira","JIRA","Tool/Methodology",FALSE,"QA & Test Automation","Junior",2019,TRUE,"Remote"
"SYN_00040","Selenium WebDriver","Selenium","Tool/Methodology",FALSE,"QA & Test Automation","Junior",2019,TRUE,"Remote"
"SYN_00041","Java","Java","Programming Language",TRUE,"QA & Test Automation","Mid",2022,FALSE,"Hybrid"
"SYN_00041","jmeter","JMeter","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2022,FALSE,"Hybrid"
"SYN_00041","Selenium","Selenium","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2022,FALSE,"Hybrid"
"SYN_00041","postman","Postman","Tool/Methodology",FALSE,"QA & Test Automation","Mid",2022,FALSE,"Hybrid"
"SYN_00041","manual QA","Manual Testing","Tool/Methodology",FALSE,"QA & Test Automation","Mid",2022,FALSE,"Hybrid"
"SYN_00041","Playwright","Playwright","Tool/Methodology",TRUE,"QA & Test Automation","Mid",2022,FALSE,"Hybrid"
"SYN_00042","C#","C#","Programming Language",FALSE,"Software Engineering","Senior",2016,FALSE,"Hybrid"
"SYN_00042","MySQL","MySQL","Database",TRUE,"Software Engineering","Senior",2016,FALSE,"Hybrid"
"SYN_00042","TypeScript","TypeScript","Programming Language",TRUE,"Software Engineering","Senior",2016,FALSE,"Hybrid"
"SYN_00042","Node.js","Node.js","Framework/Library",TRUE,"Software Engineering","Senior",2016,FALSE,"Hybrid"
"SYN_00043","Amazon Web Services","AWS","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2019,FALSE,"On-site"
"SYN_00043","Microsoft Azure","Azure","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2019,FALSE,"On-site"
"SYN_00043","K8s","Kubernetes","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2019,FALSE,"On-site"
"SYN_00044","Postgresql","PostgreSQL","Database",FALSE,"Software Engineering","Senior",2025,FALSE,"Hybrid"
"SYN_00044","typescript","TypeScript","Programming Language",TRUE,"Software Engineering","Senior",2025,FALSE,"Hybrid"
"SYN_00044","dot net",".NET","Framework/Library",FALSE,"Software Engineering","Senior",2025,FALSE,"Hybrid"
"SYN_00045","Manual Testing","Manual Testing","Tool/Methodology",TRUE,"QA & Test Automation","Junior",2018,TRUE,"Hybrid"
"SYN_00045","Cypress.io","Cypress","Tool/Methodology",TRUE,"QA & Test Automation","Junior",2018,TRUE,"Hybrid"
"SYN_00045","JIRA","JIRA","Tool/Methodology",TRUE,"QA & Test Automation","Junior",2018,TRUE,"Hybrid"
"SYN_00046","Docker","Docker","Cloud/DevOps",TRUE,"Software Engineering","Mid",2024,FALSE,"Hybrid"
"SYN_00046","REST APIs","REST API","Tool/Methodology",TRUE,"Software Engineering","Mid",2024,FALSE,"Hybrid"
"SYN_00046","Python","Python","Programming Language",TRUE,"Software Engineering","Mid",2024,FALSE,"Hybrid"
"SYN_00047","Node.js","Node.js","Framework/Library",TRUE,"Software Engineering","Senior",2018,FALSE,"Hybrid"
"SYN_00047","docker","Docker","Cloud/DevOps",TRUE,"Software Engineering","Senior",2018,FALSE,"Hybrid"
"SYN_00047","Java","Java","Programming Language",TRUE,"Software Engineering","Senior",2018,FALSE,"Hybrid"
"SYN_00047","MySQL","MySQL","Database",TRUE,"Software Engineering","Senior",2018,FALSE,"Hybrid"
"SYN_00047","TS","TypeScript","Programming Language",TRUE,"Software Engineering","Senior",2018,FALSE,"Hybrid"
"SYN_00048","PyTorch","PyTorch","Framework/Library",FALSE,"Data & AI / ML","Mid",2024,FALSE,"Remote"
"SYN_00048","Python 3","Python","Programming Language",TRUE,"Data & AI / ML","Mid",2024,FALSE,"Remote"
"SYN_00048","PySpark","PySpark","Framework/Library",TRUE,"Data & AI / ML","Mid",2024,FALSE,"Remote"
"SYN_00048","power bi","Power BI","Tool/Methodology",TRUE,"Data & AI / ML","Mid",2024,FALSE,"Remote"
"SYN_00049","Java","Java","Programming Language",TRUE,"Software Engineering","Junior",2025,TRUE,"Hybrid"
"SYN_00049","mysql","MySQL","Database",TRUE,"Software Engineering","Junior",2025,TRUE,"Hybrid"
"SYN_00049","docker","Docker","Cloud/DevOps",TRUE,"Software Engineering","Junior",2025,TRUE,"Hybrid"
"SYN_00049",".NET Core",".NET","Framework/Library",TRUE,"Software Engineering","Junior",2025,TRUE,"Hybrid"
"SYN_00050","node","Node.js","Framework/Library",TRUE,"Software Engineering","Junior",2021,TRUE,"Hybrid"
"SYN_00050","C#.NET","C#","Programming Language",TRUE,"Software Engineering","Junior",2021,TRUE,"Hybrid"
"SYN_00050","typescript","TypeScript","Programming Language",TRUE,"Software Engineering","Junior",2021,TRUE,"Hybrid"
"SYN_00050","mysql","MySQL","Database",TRUE,"Software Engineering","Junior",2021,TRUE,"Hybrid"
"SYN_00050","react.js","React","Framework/Library",TRUE,"Software Engineering","Junior",2021,TRUE,"Hybrid"
"SYN_00051","Linux","Linux","Tool/Methodology",FALSE,"Cloud & DevOps","Mid",2022,FALSE,"Remote"
"SYN_00051","CI/CD","CI/CD","Tool/Methodology",TRUE,"Cloud & DevOps","Mid",2022,FALSE,"Remote"
"SYN_00051","azure","Azure","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2022,FALSE,"Remote"
"SYN_00051","terraform","Terraform","Cloud/DevOps",TRUE,"Cloud & DevOps","Mid",2022,FALSE,"Remote"
"SYN_00052","C#","C#","Programming Language",TRUE,"Software Engineering","Senior",2024,FALSE,"On-site"
"SYN_00052","dot net",".NET","Framework/Library",TRUE,"Software Engineering","Senior",2024,FALSE,"On-site"
"SYN_00052","Postgresql","PostgreSQL","Database",TRUE,"Software Engineering","Senior",2024,FALSE,"On-site"
"SYN_00052","python","Python","Programming Language",TRUE,"Software Engineering","Senior",2024,FALSE,"On-site"
"SYN_00052","SpringBoot","Spring Boot","Framework/Library",TRUE,"Software Engineering","Senior",2024,FALSE,"On-site"
"SYN_00052","Docker","Docker","Cloud/DevOps",TRUE,"Software Engineering","Senior",2024,FALSE,"On-site"
"SYN_00053","node","Node.js","Framework/Library",TRUE,"Software Engineering","Junior",2016,TRUE,"Hybrid"
"SYN_00053",".NET Core",".NET","Framework/Library",TRUE,"Software Engineering","Junior",2016,TRUE,"Hybrid"
"SYN_00053","mysql","MySQL","Database",TRUE,"Software Engineering","Junior",2016,TRUE,"Hybrid"
"SYN_00053","TS","TypeScript","Programming Language",TRUE,"Software Engineering","Junior",2016,TRUE,"Hybrid"
"SYN_00053","Core Java","Java","Programming Language",FALSE,"Software Engineering","Junior",2016,TRUE,"Hybrid"
"SYN_00054","node","Node.js","Framework/Library",TRUE,"Software Engineering","Junior",2024,TRUE,"On-site"
"SYN_00054","java","Java","Programming Language",FALSE,"Software Engineering","Junior",2024,TRUE,"On-site"
"SYN_00054","Docker","Docker","Cloud/DevOps",TRUE,"Software Engineering","Junior",2024,TRUE,"On-site"
"SYN_00054","MySQL","MySQL","Database",TRUE,"Software Engineering","Junior",2024,TRUE,"On-site"
"SYN_00054","C#.NET","C#","Programming Language",TRUE,"Software Engineering","Junior",2024,TRUE,"On-site"
